,Airline,Source,Destination,Total_Stops,Day,Month,Year,Dept_Hour,Dept_Minute,Arr_Hour,Arr_Minute,hoursMinutes,Price
5350,Air India,Delhi,Cochin,1 stop,9,4,2019,40,40,9,25,765,4487
5353,Air India,Mumbai,Hyderabad,non-stop,1,6,2019,20,20,7,40,80,3100
5370,Air India,Banglore,Delhi,non-stop,27,5,2019,0,0,12,45,165,6961
5373,Air India,Banglore,Delhi,2 stops,9,3,2019,30,30,21,25,655,9586
5396,Air India,Delhi,Cochin,2 stops,21,5,2019,5,5,9,25,1580,10975
5401,Air India,Kolkata,Banglore,non-stop,21,4,2019,15,15,16,45,150,6245
5402,Air India,Delhi,Cochin,2 stops,9,6,2019,45,45,19,15,1410,9968
5409,Air India,Banglore,Delhi,1 stop,12,3,2019,45,45,23,15,990,11602
5418,Air India,Banglore,Delhi,2 stops,18,3,2019,30,30,17,45,435,13261
5429,Air India,Delhi,Cochin,non-stop,15,5,2019,10,10,8,0,170,6094
5446,Air India,Banglore,Delhi,3 stops,6,3,2019,0,0,23,25,685,14195
5456,Air India,Delhi,Cochin,2 stops,1,6,2019,0,0,7,40,1180,10966
5459,Air India,Banglore,Delhi,non-stop,6,5,2019,20,20,16,10,170,5228
5464,Air India,Banglore,Delhi,1 stop,21,3,2019,0,0,23,20,1520,6010
5474,Air India,Kolkata,Banglore,2 stops,12,5,2019,45,45,16,15,1410,13437
5480,Air India,Banglore,Delhi,2 stops,6,3,2019,15,15,11,20,1625,13942
5486,Air India,Delhi,Cochin,1 stop,6,6,2019,0,0,19,15,675,8372
5488,Air India,Delhi,Cochin,2 stops,6,5,2019,0,0,19,15,1275,11701
5496,Air India,Mumbai,Hyderabad,1 stop,12,3,2019,55,55,20,35,880,6901
5516,Air India,Delhi,Cochin,2 stops,9,3,2019,5,5,19,15,2170,11762
5525,Air India,Kolkata,Banglore,2 stops,9,6,2019,50,50,12,30,1600,14960
5527,Air India,Mumbai,Hyderabad,non-stop,6,3,2019,5,5,22,25,80,5462
5529,Air India,Chennai,Kolkata,non-stop,27,3,2019,40,40,13,55,135,3145
5536,Air India,Delhi,Cochin,1 stop,21,3,2019,30,30,9,25,1255,6482
5540,Air India,Kolkata,Banglore,1 stop,9,6,2019,45,45,21,5,1700,7662
5545,Air India,Banglore,Delhi,2 stops,18,3,2019,50,50,10,35,1545,11885
5547,Air India,Kolkata,Banglore,2 stops,12,5,2019,45,45,12,30,1185,14330
5560,Air India,Delhi,Cochin,1 stop,24,6,2019,40,40,9,25,765,7480
5567,Air India,Kolkata,Banglore,non-stop,24,6,2019,15,15,16,45,150,5510
5576,Air India,Delhi,Cochin,2 stops,9,5,2019,15,15,9,25,1210,9417
5581,Air India,Banglore,Delhi,non-stop,3,4,2019,20,20,16,10,170,5176
5607,Air India,Kolkata,Banglore,2 stops,24,5,2019,0,0,1,20,920,14083
5611,Air India,Banglore,Delhi,1 stop,15,3,2019,50,50,8,55,1265,5932
5623,Air India,Delhi,Cochin,2 stops,3,6,2019,45,45,19,15,1410,10441
5631,Air India,Banglore,Delhi,non-stop,9,6,2019,0,0,12,45,165,6961
5640,Air India,Mumbai,Hyderabad,2 stops,12,3,2019,5,5,19,10,545,9736
5645,Air India,Delhi,Cochin,1 stop,27,6,2019,0,0,19,15,375,8372
5646,Air India,Banglore,Delhi,non-stop,21,4,2019,10,10,8,55,165,6121
5660,Air India,Banglore,Delhi,non-stop,12,4,2019,5,5,23,55,170,5911
5670,Air India,Mumbai,Hyderabad,non-stop,1,4,2019,5,5,22,25,80,2050
5679,Air India,Banglore,Delhi,2 stops,3,3,2019,45,45,10,35,1670,12358
5681,Air India,Kolkata,Banglore,non-stop,9,3,2019,15,15,16,45,150,4960
5682,Air India,Delhi,Cochin,2 stops,27,3,2019,40,40,19,15,1595,8656
5690,Air India,Delhi,Cochin,1 stop,21,4,2019,10,10,23,0,1010,7174
5691,Air India,Delhi,Cochin,2 stops,21,3,2019,50,50,7,40,1490,11071
5696,Air India,Delhi,Cochin,2 stops,18,5,2019,20,20,7,40,1100,13801
5698,Air India,Delhi,Cochin,1 stop,9,6,2019,15,15,6,50,1535,6587
5703,Air India,Delhi,Cochin,1 stop,3,3,2019,0,0,7,40,1660,14462
5705,Air India,Kolkata,Banglore,1 stop,9,6,2019,50,50,21,5,675,7662
5711,Air India,Mumbai,Hyderabad,2 stops,6,3,2019,0,0,19,25,2245,13904
5715,Air India,Kolkata,Banglore,1 stop,1,5,2019,0,0,20,25,625,10203
5737,Air India,Banglore,Delhi,non-stop,1,6,2019,0,0,12,45,165,6961
5744,Air India,Mumbai,Hyderabad,non-stop,18,6,2019,30,30,20,45,75,3100
5747,Air India,Kolkata,Banglore,1 stop,24,3,2019,30,30,20,25,1435,12173
5759,Air India,Delhi,Cochin,1 stop,3,6,2019,0,0,19,15,375,8372
5760,Air India,Kolkata,Banglore,2 stops,21,5,2019,25,25,5,25,1200,14687
5776,Air India,Delhi,Cochin,2 stops,24,6,2019,15,15,19,15,1380,13381
5777,Air India,Delhi,Cochin,non-stop,1,6,2019,10,10,8,0,170,6094
5781,Air India,Delhi,Cochin,2 stops,24,6,2019,45,45,19,15,1410,9443
5782,Air India,Delhi,Cochin,2 stops,3,3,2019,5,5,19,15,2170,11762
5783,Air India,Delhi,Cochin,1 stop,27,6,2019,30,30,9,25,1255,7480
5816,Air India,Delhi,Cochin,1 stop,6,3,2019,30,30,23,0,1590,8854
5820,Air India,Kolkata,Banglore,2 stops,1,5,2019,30,30,13,45,1215,15164
5825,Air India,Kolkata,Banglore,2 stops,1,5,2019,0,0,5,25,1345,14424
5827,Air India,Mumbai,Hyderabad,non-stop,24,5,2019,55,55,15,25,90,3100
5839,Air India,Kolkata,Banglore,2 stops,21,5,2019,50,50,13,45,1255,13484
5840,Air India,Delhi,Cochin,1 stop,18,5,2019,0,0,7,40,640,8372
5841,Air India,Banglore,Delhi,2 stops,15,3,2019,15,15,11,20,1625,8534
5845,Air India,Delhi,Cochin,1 stop,9,3,2019,0,0,19,15,675,16754
5853,Air India,Delhi,Cochin,non-stop,18,4,2019,10,10,8,0,170,6094
5854,Air India,Kolkata,Banglore,2 stops,21,5,2019,25,25,13,45,1700,11542
5859,Air India,Delhi,Cochin,1 stop,3,6,2019,0,0,7,40,760,8372
5866,Air India,Kolkata,Banglore,1 stop,24,5,2019,30,30,20,25,1435,10413
5867,Air India,Banglore,Delhi,2 stops,12,3,2019,5,5,22,10,665,11948
5872,Air India,Kolkata,Banglore,2 stops,12,5,2019,50,50,8,55,1625,11411
5878,Air India,Kolkata,Banglore,2 stops,21,5,2019,50,50,5,35,765,12324
5885,Air India,Kolkata,Banglore,2 stops,18,5,2019,50,50,8,55,1625,12723
5895,Air India,Mumbai,Hyderabad,non-stop,1,3,2019,55,55,15,25,90,10082
5907,Air India,Banglore,Delhi,non-stop,27,5,2019,20,20,16,10,170,5228
5919,Air India,Delhi,Cochin,1 stop,27,5,2019,0,0,19,15,555,12029
5920,Air India,Kolkata,Banglore,1 stop,6,4,2019,0,0,11,5,965,4437
5924,Air India,Delhi,Cochin,1 stop,27,6,2019,40,40,23,0,320,7174
5927,Air India,Kolkata,Banglore,non-stop,18,3,2019,45,45,23,20,155,4435
5933,Air India,Delhi,Cochin,2 stops,9,5,2019,0,0,19,15,2295,10441
5936,Air India,Delhi,Cochin,1 stop,24,5,2019,40,40,9,25,765,7480
5942,Air India,Mumbai,Hyderabad,2 stops,12,3,2019,5,5,16,55,710,16172
5947,Air India,Banglore,Delhi,3 stops,3,3,2019,0,0,23,55,715,10573
5952,Air India,Delhi,Cochin,2 stops,21,3,2019,5,5,9,25,1580,7615
5961,Air India,Delhi,Cochin,2 stops,21,5,2019,5,5,9,25,1220,10467
5962,Air India,Banglore,Delhi,non-stop,15,4,2019,0,0,19,45,165,6121
5965,Air India,Kolkata,Banglore,non-stop,24,5,2019,15,15,16,45,150,5510
5968,Air India,Mumbai,Hyderabad,2 stops,6,3,2019,45,45,19,25,1840,13253
5973,Air India,Delhi,Cochin,2 stops,27,5,2019,40,40,19,15,1595,9968
5976,Air India,Delhi,Cochin,1 stop,3,6,2019,20,20,9,25,965,7480
5979,Air India,Kolkata,Banglore,1 stop,9,5,2019,50,50,7,55,905,8366
5982,Air India,Delhi,Cochin,2 stops,9,5,2019,55,55,19,15,1580,13591
5996,Air India,Kolkata,Banglore,3 stops,24,3,2019,55,55,23,15,1040,15145
5998,Air India,Banglore,Delhi,1 stop,6,3,2019,50,50,19,50,480,14594
6002,Air India,Delhi,Cochin,2 stops,27,3,2019,45,45,19,15,1410,8656
6024,Air India,Banglore,Delhi,1 stop,1,3,2019,50,50,8,55,1265,14594
6035,Air India,Kolkata,Banglore,2 stops,24,3,2019,25,25,1,20,955,11853
6038,Air India,Kolkata,Banglore,2 stops,9,6,2019,0,0,5,25,1345,12744
6040,Air India,Kolkata,Banglore,2 stops,6,5,2019,50,50,8,55,1385,13227
6048,Air India,Kolkata,Banglore,2 stops,15,5,2019,50,50,8,55,1385,14960
6054,Air India,Delhi,Cochin,non-stop,18,6,2019,5,5,21,10,185,5201
6058,Air India,Kolkata,Banglore,1 stop,24,5,2019,10,10,13,15,245,8996
6067,Air India,Delhi,Cochin,1 stop,6,4,2019,20,20,9,25,965,4697
6071,Air India,Delhi,Cochin,1 stop,15,5,2019,40,40,9,25,765,7480
6082,Air India,Delhi,Cochin,non-stop,18,3,2019,10,10,8,0,170,5674
6083,Air India,Mumbai,Hyderabad,2 stops,12,3,2019,0,0,11,55,1795,12854
6084,Air India,Banglore,Delhi,1 stop,9,3,2019,0,0,11,5,785,8425
6097,Air India,Banglore,Delhi,1 stop,3,3,2019,15,15,21,25,790,6781
6103,Air India,Mumbai,Hyderabad,non-stop,12,6,2019,5,5,22,25,80,3100
6108,Air India,Banglore,Delhi,1 stop,3,3,2019,30,30,11,20,1490,11003
6112,Air India,Delhi,Cochin,1 stop,9,3,2019,45,45,23,0,315,9064
6125,Air India,Chennai,Kolkata,non-stop,21,5,2019,40,40,13,55,135,4667
6140,Air India,Banglore,Delhi,1 stop,15,3,2019,30,30,22,55,745,6383
6146,Air India,Delhi,Cochin,2 stops,24,5,2019,0,0,19,15,1275,10441
6147,Air India,Mumbai,Hyderabad,non-stop,15,3,2019,5,5,22,25,80,3100
6150,Air India,Kolkata,Banglore,1 stop,1,4,2019,50,50,18,30,1540,7893
6152,Air India,Delhi,Cochin,non-stop,9,6,2019,10,10,17,10,180,6094
6164,Air India,Delhi,Cochin,non-stop,27,3,2019,10,10,8,0,170,4729
6166,Air India,Kolkata,Banglore,2 stops,24,5,2019,25,25,1,20,955,12718
6180,Air India,Kolkata,Banglore,2 stops,18,5,2019,20,20,18,30,610,10907
6191,Air India,Kolkata,Banglore,non-stop,21,6,2019,15,15,16,45,150,5510
6195,Air India,Mumbai,Hyderabad,non-stop,1,5,2019,55,55,15,25,90,3625
6199,Air India,Delhi,Cochin,2 stops,27,3,2019,55,55,7,40,1545,8971
6210,Air India,Banglore,Delhi,1 stop,15,3,2019,50,50,19,50,480,7192
6223,Air India,Kolkata,Banglore,1 stop,12,5,2019,0,0,13,15,1515,6612
6224,Air India,Banglore,Delhi,non-stop,9,3,2019,20,20,16,10,170,8851
6241,Air India,Delhi,Cochin,non-stop,6,3,2019,5,5,21,10,185,7931
6252,Air India,Delhi,Cochin,1 stop,6,6,2019,0,0,19,15,735,8669
6257,Air India,Kolkata,Banglore,non-stop,21,5,2019,15,15,16,45,150,5510
6258,Air India,Mumbai,Hyderabad,non-stop,18,3,2019,20,20,7,40,80,3100
6262,Air India,Banglore,Delhi,non-stop,18,6,2019,0,0,19,50,170,6961
6264,Air India,Banglore,Delhi,2 stops,15,3,2019,15,15,22,55,880,7904
6270,Air India,Delhi,Cochin,non-stop,6,4,2019,10,10,8,0,170,4729
6273,Air India,Delhi,Cochin,2 stops,18,5,2019,15,15,7,40,865,12199
6279,Air India,Banglore,Delhi,2 stops,3,3,2019,50,50,10,35,1545,12358
6280,Air India,Kolkata,Banglore,2 stops,15,5,2019,10,10,4,40,1170,6117
6283,Air India,Delhi,Cochin,1 stop,24,6,2019,30,30,9,25,1255,7480
6305,Air India,Kolkata,Banglore,2 stops,24,5,2019,0,0,5,25,1165,15107
6306,Air India,Delhi,Cochin,1 stop,12,6,2019,0,0,19,15,735,8669
6311,Air India,Banglore,Delhi,non-stop,9,6,2019,0,0,19,45,165,7171
6321,Air India,Banglore,Delhi,2 stops,1,3,2019,50,50,23,55,2345,17135
6347,Air India,Delhi,Cochin,non-stop,21,5,2019,5,5,17,55,230,6094
6352,Air India,Mumbai,Hyderabad,non-stop,3,4,2019,55,55,15,25,90,2575
6381,Air India,Delhi,Cochin,1 stop,27,3,2019,0,0,19,15,735,6377
6395,Air India,Banglore,Delhi,non-stop,3,4,2019,10,10,8,55,165,4441
6397,Air India,Kolkata,Banglore,non-stop,1,4,2019,45,45,23,20,155,4460
6402,Air India,Delhi,Cochin,1 stop,6,3,2019,40,40,9,25,765,12677
6409,Air India,Mumbai,Hyderabad,non-stop,21,3,2019,5,5,22,25,80,2050
6410,Air India,Banglore,Delhi,1 stop,12,3,2019,50,50,23,15,865,12127
6414,Air India,Delhi,Cochin,non-stop,9,6,2019,5,5,21,10,185,8456
6418,Air India,Kolkata,Banglore,non-stop,21,3,2019,15,15,16,45,150,5170
6425,Air India,Mumbai,Hyderabad,1 stop,6,3,2019,0,0,23,45,825,11678
6433,Air India,Delhi,Cochin,1 stop,1,6,2019,0,0,19,15,675,9929
6440,Air India,Kolkata,Banglore,1 stop,1,4,2019,35,35,15,20,1485,5006
6444,Air India,Delhi,Cochin,3 stops,24,6,2019,15,15,7,40,1585,10493
6454,Air India,Delhi,Cochin,non-stop,18,6,2019,5,5,17,55,230,5201
6457,Air India,Mumbai,Hyderabad,non-stop,15,3,2019,30,30,20,45,75,3100
6467,Air India,Mumbai,Hyderabad,non-stop,21,3,2019,55,55,15,25,90,3100
6474,Air India,Banglore,Delhi,non-stop,9,3,2019,0,0,19,50,170,9481
6477,Air India,Delhi,Cochin,1 stop,21,3,2019,30,30,23,0,1590,5704
6493,Air India,Banglore,Delhi,2 stops,18,3,2019,25,25,23,25,1800,11518
6498,Air India,Kolkata,Banglore,2 stops,6,5,2019,0,0,10,0,1440,14298
6506,Air India,Banglore,Delhi,1 stop,18,3,2019,30,30,8,45,495,13859
6535,Air India,Banglore,Delhi,1 stop,3,3,2019,50,50,12,55,425,12389
6558,Air India,Kolkata,Banglore,2 stops,15,5,2019,0,0,5,25,1345,14424
6571,Air India,Kolkata,Banglore,non-stop,12,3,2019,15,15,16,45,150,5747
6572,Air India,Mumbai,Hyderabad,non-stop,15,6,2019,30,30,20,45,75,3100
6573,Air India,Kolkata,Banglore,1 stop,6,5,2019,10,10,13,15,245,8996
6586,Air India,Delhi,Cochin,1 stop,27,5,2019,30,30,23,0,570,8907
6594,Air India,Delhi,Cochin,1 stop,3,3,2019,0,0,19,15,675,15197
6603,Air India,Kolkata,Banglore,1 stop,9,5,2019,30,30,8,55,745,10203
6605,Air India,Delhi,Cochin,2 stops,12,6,2019,10,10,19,15,725,12488
6608,Air India,Kolkata,Banglore,2 stops,12,6,2019,50,50,23,15,1045,12723
6609,Air India,Mumbai,Hyderabad,2 stops,6,3,2019,0,0,9,10,1630,13169
6610,Air India,Kolkata,Banglore,2 stops,15,5,2019,25,25,18,20,535,8366
6619,Air India,Delhi,Cochin,2 stops,21,3,2019,15,15,7,40,865,8052
6629,Air India,Kolkata,Banglore,non-stop,12,5,2019,45,45,23,20,155,4880
6632,Air India,Delhi,Cochin,non-stop,27,4,2019,10,10,17,10,180,6094
6666,Air India,Delhi,Cochin,1 stop,18,5,2019,20,20,9,25,965,7690
6668,Air India,Delhi,Cochin,1 stop,9,3,2019,0,0,7,40,1660,10315
6670,Air India,Kolkata,Banglore,1 stop,24,3,2019,0,0,8,55,1555,12173
6671,Air India,Kolkata,Banglore,1 stop,3,4,2019,0,0,11,5,965,4227
6678,Air India,Delhi,Cochin,1 stop,15,5,2019,0,0,19,15,555,8372
6690,Air India,Mumbai,Hyderabad,1 stop,6,3,2019,15,15,9,15,780,9535
6691,Air India,Mumbai,Hyderabad,non-stop,3,4,2019,5,5,22,25,80,2050
6700,Air India,Kolkata,Banglore,1 stop,1,5,2019,0,0,16,15,555,10203
6715,Air India,Chennai,Kolkata,non-stop,12,5,2019,40,40,13,55,135,4667
6717,Air India,Kolkata,Banglore,2 stops,12,5,2019,50,50,20,25,875,12513
6729,Air India,Kolkata,Banglore,2 stops,6,5,2019,0,0,7,55,1195,10151
6742,Air India,Delhi,Cochin,1 stop,27,3,2019,10,10,8,15,1565,6681
6746,Air India,Delhi,Cochin,1 stop,3,4,2019,30,30,23,0,1590,5022
6747,Air India,Delhi,Cochin,2 stops,3,6,2019,10,10,7,40,1470,12698
6754,Air India,Kolkata,Banglore,2 stops,12,5,2019,45,45,8,55,970,13437
6766,Air India,Delhi,Cochin,1 stop,24,5,2019,0,0,19,15,1215,8582
6772,Air India,Banglore,Delhi,non-stop,18,4,2019,5,5,23,55,170,5228
6776,Air India,Banglore,Delhi,1 stop,15,3,2019,50,50,22,10,500,9166
6777,Air India,Delhi,Cochin,1 stop,3,3,2019,15,15,6,50,1535,12677
6778,Air India,Chennai,Kolkata,non-stop,24,3,2019,40,40,13,55,135,4405
6780,Air India,Banglore,Delhi,non-stop,6,6,2019,5,5,23,55,170,6121
6784,Air India,Mumbai,Hyderabad,non-stop,6,5,2019,30,30,20,45,75,3100
6792,Air India,Delhi,Cochin,2 stops,27,3,2019,5,5,9,25,1580,6565
6796,Air India,Kolkata,Banglore,2 stops,24,5,2019,10,10,11,5,1555,6117
6810,Air India,Kolkata,Banglore,2 stops,24,3,2019,50,50,13,40,470,8005
6813,Air India,Delhi,Cochin,2 stops,9,5,2019,0,0,19,15,435,8918
6814,Air India,Kolkata,Banglore,1 stop,12,5,2019,25,25,21,50,745,8891
6815,Air India,Kolkata,Banglore,1 stop,1,5,2019,0,0,16,15,375,10203
6831,Air India,Delhi,Cochin,2 stops,9,3,2019,15,15,19,15,1380,19681
6840,Air India,Kolkata,Banglore,2 stops,1,5,2019,30,30,13,45,1035,15164
6842,Air India,Delhi,Cochin,non-stop,15,3,2019,10,10,17,10,180,5674
6845,Air India,Delhi,Cochin,non-stop,27,5,2019,10,10,8,0,170,6094
6851,Air India,Delhi,Cochin,2 stops,18,5,2019,15,15,9,25,1210,11307
6855,Air India,Banglore,Delhi,non-stop,24,3,2019,0,0,19,45,165,7486
6871,Air India,Kolkata,Banglore,non-stop,6,3,2019,15,15,16,45,150,4960
6875,Air India,Mumbai,Hyderabad,non-stop,15,3,2019,20,20,7,40,80,3100
6876,Air India,Mumbai,Hyderabad,non-stop,9,6,2019,5,5,22,25,80,3100
6882,Air India,Banglore,Delhi,non-stop,24,3,2019,5,5,23,55,170,4441
6891,Air India,Delhi,Cochin,2 stops,3,6,2019,55,55,7,40,1245,11753
6904,Air India,Kolkata,Banglore,1 stop,1,4,2019,30,30,23,15,1605,7211
6907,Air India,Kolkata,Banglore,non-stop,15,3,2019,15,15,16,45,150,5170
6911,Air India,Delhi,Cochin,1 stop,12,6,2019,40,40,9,25,765,7480
6912,Air India,Banglore,Delhi,non-stop,18,4,2019,0,0,19,45,165,6121
6914,Air India,Kolkata,Banglore,1 stop,6,5,2019,50,50,21,5,675,7452
6920,Air India,Delhi,Cochin,2 stops,27,6,2019,55,55,19,15,1580,13591
6923,Air India,Kolkata,Banglore,1 stop,9,5,2019,0,0,20,25,625,10203
6924,Air India,Banglore,Delhi,1 stop,24,3,2019,55,55,13,20,385,7932
6925,Air India,Kolkata,Banglore,1 stop,1,4,2019,50,50,7,55,905,7893
6931,Air India,Kolkata,Banglore,1 stop,18,5,2019,35,35,14,35,1440,6528
6942,Air India,Banglore,Delhi,non-stop,9,5,2019,20,20,16,10,170,6121
6943,Air India,Kolkata,Banglore,2 stops,9,6,2019,50,50,5,35,765,11642
6946,Air India,Delhi,Cochin,2 stops,27,5,2019,55,55,19,15,500,13223
6950,Air India,Delhi,Cochin,1 stop,21,5,2019,30,30,23,0,810,8907
6952,Air India,Delhi,Cochin,1 stop,21,3,2019,0,0,7,40,640,6902
6954,Air India,Delhi,Cochin,1 stop,9,5,2019,0,0,19,15,555,8372
6960,Air India,Delhi,Cochin,1 stop,15,6,2019,0,0,19,15,555,11241
6972,Air India,Kolkata,Banglore,2 stops,24,3,2019,10,10,7,55,1365,15187
6973,Air India,Kolkata,Banglore,2 stops,24,5,2019,25,25,13,45,1700,12802
6978,Air India,Banglore,Delhi,non-stop,15,4,2019,5,5,23,55,170,5228
6979,Air India,Mumbai,Hyderabad,1 stop,12,3,2019,15,15,9,15,1440,8065
6980,Air India,Banglore,Delhi,non-stop,3,4,2019,5,5,23,55,170,4441
6982,Air India,Delhi,Cochin,non-stop,21,5,2019,10,10,8,0,170,6094
6987,Air India,Delhi,Cochin,1 stop,12,6,2019,30,30,9,25,1255,7480
6992,Air India,Kolkata,Banglore,2 stops,9,5,2019,20,20,23,15,895,11432
6993,Air India,Mumbai,Hyderabad,non-stop,12,3,2019,5,5,22,25,80,4307
6995,Air India,Mumbai,Hyderabad,non-stop,21,5,2019,0,0,16,25,85,3100
6999,Air India,Delhi,Cochin,2 stops,15,6,2019,0,0,19,15,1275,10441
7000,Air India,Kolkata,Banglore,3 stops,24,3,2019,0,0,23,15,2115,14221
7009,Air India,Kolkata,Banglore,1 stop,24,5,2019,25,25,7,55,1350,8366
7010,Air India,Delhi,Cochin,2 stops,6,6,2019,55,55,19,15,500,11753
7013,Air India,Kolkata,Banglore,2 stops,6,6,2019,30,30,8,55,1105,15107
7030,Air India,Kolkata,Banglore,3 stops,12,5,2019,50,50,23,15,805,14015
7038,Air India,Mumbai,Hyderabad,non-stop,21,6,2019,55,55,15,25,90,3100
7044,Air India,Mumbai,Hyderabad,non-stop,27,3,2019,5,5,22,25,80,2575
7048,Air India,Delhi,Cochin,1 stop,21,3,2019,0,0,19,15,375,7934
7068,Air India,Delhi,Cochin,2 stops,9,6,2019,45,45,19,15,1470,12257
7077,Air India,Banglore,Delhi,non-stop,6,5,2019,10,10,8,55,165,6121
7089,Air India,Banglore,Delhi,non-stop,3,3,2019,10,10,8,55,165,8851
7098,Air India,Delhi,Cochin,1 stop,24,6,2019,40,40,23,0,320,7174
7099,Air India,Kolkata,Banglore,2 stops,18,5,2019,25,25,17,20,1915,13616
7101,Air India,Kolkata,Banglore,2 stops,15,5,2019,25,25,13,45,1700,14482
7102,Air India,Kolkata,Banglore,2 stops,6,5,2019,50,50,13,15,445,7662
7104,Air India,Kolkata,Banglore,1 stop,21,5,2019,0,0,11,5,965,6117
7106,Air India,Kolkata,Banglore,2 stops,6,6,2019,0,0,21,50,590,9416
7107,Air India,Banglore,Delhi,non-stop,21,6,2019,0,0,12,45,165,6961
7112,Air India,Banglore,Delhi,non-stop,21,6,2019,20,20,16,10,170,6961
7123,Air India,Delhi,Cochin,2 stops,21,3,2019,55,55,19,15,1820,11228
7129,Air India,Kolkata,Banglore,1 stop,12,5,2019,45,45,21,5,1700,7662
7131,Air India,Delhi,Cochin,1 stop,27,3,2019,40,40,9,25,765,5117
7142,Air India,Delhi,Cochin,2 stops,12,6,2019,45,45,9,25,1420,10975
7151,Air India,Kolkata,Banglore,1 stop,1,4,2019,30,30,8,55,925,7893
7152,Air India,Banglore,Delhi,non-stop,1,5,2019,20,20,16,10,170,6121
7159,Air India,Delhi,Cochin,non-stop,24,4,2019,10,10,17,10,180,6094
7162,Air India,Delhi,Cochin,2 stops,1,5,2019,0,0,19,15,1275,11281
7174,Air India,Kolkata,Banglore,2 stops,21,5,2019,0,0,5,25,1165,13899
7185,Air India,Banglore,Delhi,non-stop,6,6,2019,0,0,12,45,165,6961
7188,Air India,Mumbai,Hyderabad,2 stops,12,3,2019,0,0,19,25,2245,12119
7193,Air India,Kolkata,Banglore,non-stop,1,4,2019,15,15,16,45,150,6245
7204,Air India,Banglore,Delhi,1 stop,3,3,2019,5,5,22,45,700,11444
7207,Air India,Mumbai,Hyderabad,1 stop,6,3,2019,15,15,9,15,1440,9535
7212,Air India,Mumbai,Hyderabad,non-stop,21,3,2019,20,20,7,40,80,3100
7216,Air India,Delhi,Cochin,2 stops,24,6,2019,45,45,19,15,1470,11732
7232,Air India,Delhi,Cochin,2 stops,3,3,2019,45,45,19,15,1410,12856
7233,Air India,Kolkata,Banglore,1 stop,1,4,2019,0,0,23,15,795,7893
7238,Air India,Mumbai,Hyderabad,non-stop,24,3,2019,30,30,20,45,75,2575
7242,Air India,Kolkata,Banglore,2 stops,6,5,2019,50,50,23,15,805,14120
7243,Air India,Delhi,Cochin,1 stop,6,3,2019,0,0,19,15,615,15284
7245,Air India,Kolkata,Banglore,2 stops,24,3,2019,0,0,1,20,1100,13428
7248,Air India,Delhi,Cochin,3 stops,1,6,2019,15,15,7,40,1585,12383
7249,Air India,Delhi,Cochin,1 stop,24,6,2019,0,0,19,15,375,8372
7261,Air India,Delhi,Cochin,1 stop,12,6,2019,30,30,8,15,705,8991
7273,Air India,Kolkata,Banglore,1 stop,15,5,2019,0,0,16,15,555,11936
7274,Air India,Kolkata,Banglore,1 stop,12,5,2019,0,0,11,5,965,6327
7276,Air India,Delhi,Cochin,2 stops,18,5,2019,45,45,19,15,1410,10651
7285,Air India,Delhi,Cochin,1 stop,24,6,2019,20,20,9,25,965,7480
7286,Air India,Kolkata,Banglore,2 stops,6,5,2019,0,0,11,10,1390,10676
7296,Air India,Delhi,Cochin,2 stops,9,6,2019,45,45,9,25,1420,11185
7300,Air India,Banglore,Delhi,non-stop,21,5,2019,5,5,23,55,170,5228
7305,Air India,Delhi,Cochin,2 stops,3,3,2019,0,0,19,15,2295,10283
7326,Air India,Delhi,Cochin,1 stop,9,5,2019,10,10,23,0,1010,7174
7330,Air India,Delhi,Cochin,2 stops,12,6,2019,15,15,9,25,970,9417
7331,Air India,Delhi,Cochin,1 stop,27,6,2019,0,0,19,15,675,8372
7348,Air India,Delhi,Cochin,2 stops,27,6,2019,15,15,7,40,1105,13547
7364,Air India,Delhi,Cochin,2 stops,9,6,2019,0,0,7,40,1600,10756
7387,Air India,Delhi,Cochin,2 stops,15,5,2019,15,15,7,40,865,13039
7391,Air India,Mumbai,Hyderabad,non-stop,1,3,2019,30,30,20,45,75,15385
7398,Air India,Banglore,Delhi,2 stops,15,3,2019,0,0,22,55,1795,8534
7401,Air India,Delhi,Cochin,2 stops,3,6,2019,55,55,19,15,1820,12436
7403,Air India,Kolkata,Banglore,non-stop,3,4,2019,45,45,23,20,155,4460
7407,Air India,Delhi,Cochin,1 stop,27,6,2019,0,0,19,15,615,8372
7411,Air India,Mumbai,Hyderabad,non-stop,3,5,2019,5,5,22,25,80,3100
7424,Air India,Banglore,Delhi,1 stop,1,3,2019,50,50,18,40,1730,17198
7427,Air India,Kolkata,Banglore,2 stops,9,6,2019,25,25,5,25,1200,13007
7432,Air India,Kolkata,Banglore,2 stops,9,6,2019,25,25,13,45,1700,11752
7434,Air India,Delhi,Cochin,1 stop,9,6,2019,0,0,19,15,1395,8372
7438,Air India,Delhi,Cochin,2 stops,9,6,2019,55,55,19,15,1820,12436
7443,Air India,Banglore,Delhi,non-stop,21,5,2019,0,0,19,50,170,6961
7444,Air India,Kolkata,Banglore,2 stops,24,3,2019,55,55,23,15,2000,15292
7447,Air India,Delhi,Cochin,1 stop,9,3,2019,10,10,23,0,1010,9064
7450,Air India,Delhi,Cochin,2 stops,1,5,2019,15,15,9,25,970,8839
7455,Air India,Mumbai,Hyderabad,2 stops,6,3,2019,5,5,16,55,710,16697
